publication_number,title,filing_date,grant_date,family_id,assignees,cpc_codes,domains,country,filing_year
CN-1230383-C,Apparatus and method for water treatment by defoaming,20010320,20051207,8848789,IFREMER,C02F1/38 | C02F1/78 | C02F1/24 | C02F1/72 | C02F1/00 | C02F,Water Treatment,China,2001
CN-1233056-C,Nonaqueous electrolyte secondary battery and negative electrode for nonaqueous electrolyte secondary battery,20010604,20051221,26599207,MATSUSHITA ELECTRIC WORKS LTD,H01M | H01M4/52 | H01M10/0566 | H01M4/131 | H01M4/00 | H01M4/02 | H01M10/05 | H01M2004/026 | H01M10/00 | H01M10/0431 | H01M4/133 | H01M4/583 | H01M4/13 | H01M10/0568 | H01M4/36 | H01M10/058 | H01M4/587 | H01M4/48 | H01M2004/027 | H01M10/04 | H01M4/62 | H01M10/056 | H01M10/0525 | H01M10/052 | H01M4/622 | H01M10/0587 | H01M2004/021 | H01M10/0564 | H01M4/621 | H01M4/525 | H01M4/58,Electrochemical,China,2001
CN-1234340-C,Personal cleansing bar having adjacent emollient-rich and emollient-poor phases,20010205,20060104,22664593,UNILEVER NV,A61K2800/88 | A61K2800/00 | A61K2800/80 | A61K | A61K8/0216 | A61K8/02 | A61K8/0233 | A61K8/0237 | A61K8/00,Pharmaceutical,China,2001
CN-1234414-C,Medicament for diabetic complications and neurological disorders and use thereof,20010315,20060104,18594265,AJINOMOTO KK,A61K31/185 | A61K31/19 | A61P27/02 | A61P9/00 | A61K31/197 | A61K31/195 | A61K47/34 | A61K31/00 | A61P | A61K45/00 | A61K2121/00 | A61K47/02 | A61P3/10 | A61P9/12 | A61K47/30 | A61K | A61K47/46 | A61P13/12 | A61K47/36 | A61P13/00 | A61P27/00 | A61P25/00 | A61K45/06 | A61K31/198 | A61K47/38 | A61P3/06 | A61K47/00 | A61P3/00 | A61P3/08 | A61K31/192,Pharmaceutical,China,2001
CN-1241912-C,Disulfide derivatives useful for treating allergic diseases,20010425,20060215,22763799,ALCON,A61P27/00 | A61P11/00 | A61P3/00 | A61P27/16 | A61P11/02 | A61P17/00 | A61P27/14 | A61P37/08 | A61P3/04 | A61P11/06 | A61P37/00 | A61P27/02 | A61P1/00 | A61P | A61P43/00 | A61P17/04,Pharmaceutical,China,2001
CN-1242236-C,heating equipment,20010206,20060215,20278497,KANTHAL AB,C21D1/34 | C21D9/0081 | C21 | C21D9/00 | C21D1/00 | C21D,Metallurgy & Alloys,China,2001
CN-1252021-C,Method for recovering metals by calcining metal-containing basic ion exchange resins,20010822,20060419,9898829,JOHNSON MATTHE PLC,C22B11/048 | C22B11/04 | C22B3/20 | C22B11/00 | C22B11/042 | C22B3/00 | C22B11/026 | C22B3/42 | C22B11/021 | C22 | C22B | C22B11/02,Metallurgy & Alloys,China,2001
CN-1261430-C,Benzazepines and their heterocyclic derivatives used as orexin receptor antagonists,20011219,20060628,8164232,ACTELION PHARMACEUTICALS LTD,A61K31/55 | A61K31/395 | A61K | A61P3/04 | A61P3/00 | A61P25/00 | A61P25/20 | A61P | A61K31/00 | A61K31/33 | A61P43/00,Pharmaceutical,China,2001
CN-1262308-C,Use of enzymes from ciliates as a drug for promoting digestion,20011102,20060705,7661849,CILIAN AG,A61P1/00 | A61K | A61P1/04 | A61P43/00 | A61P1/18 | A61P | A61K38/43 | A61P1/14 | A61K38/16 | A61K38/00,Pharmaceutical,China,2001
CN-1265027-C,"Moulded core, and electric formation pore plate with same",20010320,20060719,24522854,HEWLETT PACKARD CO,C25D1/08 | C25 | C25D | C25D1/10 | C25D1/00,Electrochemical,China,2001
CN-1277779-C,cement composition,20010913,20061004,18762819,DENKI KAGAKU KOGYO KK,C21B3/00 | C21B3/04 | C21B | C21B3/08 | C21B3/06 | C21B2400/02 | C21B2400/022 | C21B2400/00 | C21,Metallurgy & Alloys,China,2001
CN-1289150-C,Method for inactivating microorganisms in fluids using ultraviolet radiation,20011112,20061213,24859497,BAYER AG,C02F1/32 | C02F1/325 | C02F2201/322 | A61K | C02F1/30 | C02F2201/328 | A61K41/00 | C02F1/00 | C02F2201/00 | C02F | C02F2201/32 | A61K41/10 | C02F2201/3223 | A61K41/17,Water Treatment | Pharmaceutical,China,2001
CN-1290825-C,"Ortho- and meta-substituted bisaryl compounds, their preparation methods, their use as medicines and pharmaceutical preparations containing them",20011117,20061220,7665215,AVENTIS PHARMA GMBH,A61P | A61P43/00 | A61P9/00 | A61P9/06,Pharmaceutical,China,2001
CN-1292080-C,Method for treating steel slag in molten metal pool,20010118,20061227,3480585,HOLDERBANK FINANC GLARUS,C21C5/28 | C21B | C21C7/0025 | C21C7/0087 | C21C5/36 | C21B3/06 | C22 | C21B2400/022 | C22B7/04 | C21B3/04 | C21B3/00 | C21C7/00 | C21B2400/02 | C22B7/00 | C21B2400/00 | C21C5/00 | C21 | C22B | C21B2400/028 | C21C,Metallurgy & Alloys,China,2001
CN-1303072-C,7-oxopyridopyrimidine,20010822,20070307,22861834,HOFFMANN LA ROCHE,A61P19/10 | A61P19/06 | A61P11/00 | A61P3/10 | A61P37/00 | A61P9/00 | A61P7/00 | A61P1/04 | A61P19/08 | A61P43/00 | A61P15/00 | A61P33/02 | A61P33/06 | A61P27/02 | A61P31/00 | A61P27/00 | A61P25/00 | A61P19/02 | A61P33/00 | A61P37/06 | A61P | A61P13/00 | A61P27/16 | A61P35/00 | A61P3/00 | A61P3/08 | A61P29/00 | A61P13/12 | A61P9/10 | A61P31/14 | A61P1/16 | A61P7/02 | A61P19/00 | A61P31/04 | A61P35/04 | A61P1/00 | A61P15/08 | A61P9/04 | A61P31/20 | A61P31/16 | A61P25/28 | A61P31/22 | A61P31/18 | A61P31/12 | A61P11/06 | A61P37/02,Pharmaceutical,China,2001
CN-1303243-C,Stainless steel for disc brake discs,20011018,20070307,18801011,SUMITOMO METAL IND,C22 | C21D6/002 | C21 | C22C38/48 | C22C38/00 | C22C38/18 | C22C38/24 | C22C38/46 | C21D6/00 | C22C | C22C38/58 | C21D | C22C38/42 | C22C38/40 | C22C38/26,Metallurgy & Alloys,China,2001
CN-1303972-C,Compositions and methods for skin treatment based on the use of CHROMOLAENA ODORATA,20011024,20070314,9902453,UNILEVER NV,A61K8/96 | A61K8/9783 | A61K8/00 | A61K2800/00 | A61K8/18 | A61K | A61K2800/74 | A61K2800/75 | A61K8/9789 | A61K2800/80 | A61K8/97,Pharmaceutical,China,2001
CN-1315822-C,Quinoline derivatives with VEGF inhibitory activity,20010808,20070516,8173805,STRAZENECA AB,A61K31/33 | A61P3/10 | A61P13/12 | A61K31/395 | A61K | A61P29/00 | A61P35/00 | A61P43/00 | A61P9/00 | A61P27/02 | A61K31/00 | A61P37/00 | A61P3/00 | A61P3/08 | A61P27/00 | A61P17/06 | A61P37/02 | A61K31/47 | A61P13/00 | A61P15/00 | A61P | A61P9/10 | A61K31/435 | A61P17/00,Pharmaceutical,China,2001
CN-1318021-C,Rapidly disintegrable tablet and process for producing the same,20010526,20070530,19670466,HANMI PHARM IND CO LTD,A61K9/20 | A61K | A61K9/0007 | A61K9/0053 | A61K9/0056 | A61P29/00 | A61K9/00 | A61P1/00 | A61K9/0012 | A61P1/04 | A61K9/2095 | A61K9/0002 | A61P,Pharmaceutical,China,2001
CN-1318642-C,Porous getter device with reduced particle loss and method for making the same,20010925,20070530,11445869,GETTERS S P A,C22C1/0458 | C22C1/04 | C22C | C22 | C22C1/045 | C22C1/00,Metallurgy & Alloys,China,2001
CN-1330772-C,Screening method for compounds capable of inhibiting tumors and pharmaceutical compositions containing these compounds,20010302,20070808,24061013,CELL PATHWAYS INC,A61P35/00 | A61K | A61P | A61P43/00 | A61K31/00,Pharmaceutical,China,2001
CN-1487996-B,Transgenic transchromosomal rodents for production of human antibodies,20011130,20100616,22947322,MEDAREX INC | KYOWA HAKKO KOGYO KK,A61K | A61K39/00 | A61K2039/505,Pharmaceutical,China,2001
CN-1535133-B,Acrylic-based copolymer compositions for cosmetic and personal care,20010925,20120509,27105801,3M INNOVATIVE PROPERTIES CO,A61K8/81 | A61K8/00 | A61K8/8147 | A61K8/18 | A61K8/8141 | A61K8/72 | A61K,Pharmaceutical,China,2001
CN-100351006-C,Strong disinfection solution device,20020514,20071128,23119095,WATERHEALTH INTERNAT INC,C02F | C02F1/00 | C02F1/444 | C02F1/44,Water Treatment,China,2002
CN-100352077-C,Electrochemical device,20020307,20071128,20283223,ACREO AB,H01M6/00 | H01M6/40 | H01M,Electrochemical,China,2002
CN-100360718-C,Painting facitlity management system,20020625,20080109,19037785,KANSAI PAINT CO LTD,C25 | C25D13/22 | C25D13/00 | C25D,Electrochemical,China,2002
CN-100372846-C,Sulfonamido substituted imidazopyridines,20020607,20080305,21775232,3M INNOVATIVE PROPERTIES CO,A61P31/16 | A61P31/04 | A61P31/12 | A61P17/02 | A61P27/02 | A61P43/00 | A61P15/00 | A61P17/14 | A61P17/00 | A61P35/02 | A61P25/00 | A61P31/00 | A61P37/02 | A61P33/02 | A61P35/00 | A61P37/08 | A61P27/00 | A61P37/04 | A61P31/18 | A61P1/00 | A61P33/00 | A61P11/06 | A61P11/02 | A61P31/22 | A61P31/20 | A61P31/06 | A61P31/10 | A61P37/00 | A61P | A61P7/02 | A61P11/00 | A61P31/14 | A61P7/00 | A61P1/16,Pharmaceutical,China,2002
CN-100401475-C,Depositing materials from liquefied gas solutions,20021230,20080709,21903639,INTEL CORP,C25D7/12 | C25D3/00 | C25 | C25D | C25D3/02 | C25D7/123 | C25D7/00 | C25D3/38,Electrochemical,China,2002
CN-100406441-C,Cyclic amine compounds,20020828,20080730,27493564,KOWA CO,A61P29/00 | A61K31/4523 | A61P43/00 | A61P | A61K31/395 | A61K31/445 | A61K31/435 | A61P9/10 | A61P37/00 | A61P9/00 | A61K31/44 | A61K31/00 | A61K31/4545 | A61P37/08 | A61K | A61P11/06 | A61K31/33 | A61P11/00,Pharmaceutical,China,2002
CN-100408036-C,Use of anastrozole for the treatment of post-menopausal women having early breast cancer,20021206,20080806,9927290,ASTRAZENECA AB,A61K31/395 | A61P | A61K31/4196 | A61P15/00 | A61K31/41 | A61P35/00 | A61K31/33 | A61K31/00 | A61K,Pharmaceutical,China,2002
CN-100411686-C,Improving agent for visual dysfunction,20020411,20080820,26613462,SENJU PHARMA CO,A61K9/0048 | A61K31/435 | A61K9/0012 | A61K9/00 | A61P3/08 | A61K31/395 | A61K31/4353 | A61P13/12 | A61P9/12 | A61K31/437 | A61P9/00 | A61P3/10 | A61P3/00 | A61P43/00 | A61P27/06 | A61P27/00 | A61P25/00 | A61P9/10 | A61K31/00 | A61P27/02 | A61P13/00 | A61K31/33 | A61K | A61P | A61P7/00,Pharmaceutical,China,2002
CN-100413494-C,"Albuterol inhalation solution, system, kit and method for relieving symptoms of pediatric asthma",20021018,20080827,34825783,DEY LP,A61K9/0078 | A61K31/135 | A61K9/0012 | A61K | A61K9/007 | A61P11/06 | A61K9/0073 | A61K31/137 | A61K31/13 | A61P11/08 | A61P | A61K9/00 | A61P11/00 | A61K31/00,Pharmaceutical,China,2002
CN-100419099-C,A method for precipitating iron from a zinc sulphate solution as hematite,20021203,20080917,8562469,OUTOKUMPU OY,C22B3/00 | C22B19/26 | C22B19/20 | C22B3/44 | C22B3/20 | C22B | C22 | C22B19/00,Metallurgy & Alloys,China,2002
CN-100422180-C,Amyloid plaque aggregation inhibitors and diagnostic imaging agents,20020423,20081001,23093574,UNIV PENNSYLVANIA,A61P | A61P43/00 | A61K51/0478 | A61K51/00 | A61K51/0459 | A61K51/041 | A61K51/0497 | A61K51/044 | A61P25/00 | A61K51/0453 | A61P25/28 | A61K51/0455 | A61K51/02 | A61K51/0468 | A61K51/04 | A61K | A61K51/0474,Pharmaceutical,China,2002
CN-100438142-C,"Electrode material, method for preparing electrode material, electrode and battery comprising said electrode",20020830,20081126,26622983,SAMSUNG SDI CO LTD,H01M4/62 | H01M10/00 | H01M4/0402 | H01M50/109 | H01M4/13 | H01M50/102 | H01M4/66 | H01M4/621 | H01M4/02 | H01M4/04 | H01M4/64 | H01M4/587 | H01M10/052 | H01M50/10 | H01M4/0404 | H01M4/622 | H01M10/05 | H01M50/00 | H01M4/583 | H01M4/58 | H01M4/00 | H01M4/661 | H01M4/043 | H01M4/36 | H01M,Electrochemical,China,2002
CN-100447157-C,androgen receptor complex-associated protein,20020117,20081231,26949148,TAIBEI RONGMIN GENERAL HOSPITA,A61P35/00 | A61K | A61P | A61K38/00,Pharmaceutical,China,2002
CN-100496608-C,Medicinal Aerosol Preparations,20020311,20090610,25737693,JAGO RES AG,A61P | A61P43/00 | A61K47/08 | A61K9/0012 | A61K47/06 | A61K47/12 | A61K | A61K9/12 | A61K9/0073 | A61K9/10 | A61K9/00 | A61K9/007 | A61K9/008 | A61K47/00 | A61K9/124,Pharmaceutical,China,2002
CN-100506278-C,"Topical compositions, precursors of topical compositions, and methods of making and using same",20020816,20090701,25463664,SKINVISIBLE PHARMACEUTICALS IN,A61K8/732 | A61K9/7015 | A61K9/0014 | A61K8/73 | A61P | A61K8/8182 | A61K47/40 | A61K8/8147 | A61K47/36 | A61P3/00 | A61K8/8129 | A61P17/00 | A61K9/0012 | A61K8/817 | A61P31/12 | A61K47/38 | A61K8/738 | A61K2800/594 | A61K2800/00 | A61K9/70 | A61K | A61K8/18 | A61K47/00 | A61K8/8141 | A61K8/00 | A61K8/8164 | A61K47/30 | A61K8/81 | A61K8/731 | A61K9/00 | A61P31/10 | A61K8/72 | A61P31/00 | A61P3/02 | A61K2800/40 | A61K2800/59 | A61P29/00 | A61K47/32,Pharmaceutical,China,2002
CN-100509057-C,Antigen arrays for the treatment of bone disease,20021107,20090708,27452009,CYTOS BIOTECHNOLOGY AG,A61P19/08 | A61K47/69 | A61K2039/525 | A61K38/00 | A61K39/35 | A61K2039/51 | A61K2039/6031 | A61K39/0005 | A61P25/28 | A61K47/50 | A61K2039/627 | A61P1/00 | A61K2039/5256 | A61P1/02 | A61K39/39 | A61K | A61K39/00 | A61K39/0007 | A61K2039/62 | A61K39/385 | A61K47/00 | A61P25/00 | A61K2039/6075 | A61K2039/60 | A61P19/00 | A61P | A61K2039/5258 | A61P35/00 | A61K47/6901,Pharmaceutical,China,2002
CN-100522249-C,Elongated multi-spacers in activatable prodrugs,20020325,20090805,8180056,SINTAGAR B V,A61K47/66 | A61K | A61P35/00 | A61P43/00 | A61K47/50 | A61P29/00 | A61K47/00 | A61K47/68 | A61K47/6891 | A61K47/65 | A61K47/62 | A61P31/04 | A61P | A61K47/67 | A61K47/6899 | A61P31/00 | A61P31/12 | A61K47/51 | A61K47/6889,Pharmaceutical,China,2002
CN-101318889-B,Stabilization method of reduced coenzyme Q10,20021010,20120530,26623825,KANEGAFUCHI CHEMICAL IND,A61P1/00 | A61K31/122 | A61P | A61P3/02 | A61K9/00 | A61K9/4866 | A61K47/14 | A61K31/00 | A61K9/48 | A61K9/4841 | A61K38/43 | A61K47/00 | A61P3/00 | A61K47/10 | A61K47/12 | A61K47/08 | A61K31/12 | A61K38/00 | A61K38/16 | A61K47/22 | A61K47/06 | A61K | A61P1/14,Pharmaceutical,China,2002
CN-1169992-C,Steel for mechanical structure,20021112,20041006,19162966,SUMITOMO METAL IND,C21C | C21C7/04 | C22C | C22C38/00 | C21 | C21C7/06 | C22C38/002 | C22C38/02 | C22C38/04 | C22 | C22C38/60 | C21C7/00,Metallurgy & Alloys,China,2002
CN-1180116-C,Free cutting tool steel,20020305,20041215,27346171,KIYOHITO ISHIDA,C22C38/001 | C22C38/48 | C22C38/10 | C22C | C22C38/40 | C22C38/52 | C22C38/46 | C22C38/12 | C22C38/00 | C22C38/18 | C22C38/14 | C22C38/50 | C22C38/42 | C22C38/06 | C22C38/16 | C22C38/44 | C22,Metallurgy & Alloys,China,2002
CN-1213060-C,Bioactive peptide of sequence number 10,20020711,20050803,26874547,YITAI MEDICINE RES SHENZHEN CO,A61K38/00 | A61P35/02 | A61P37/00 | A61P | A61P13/00 | A61P31/12 | A61K | A61P31/00 | A61P13/12 | A61P35/00 | A61P37/02,Pharmaceutical,China,2002
CN-1220990-C,Capacitor and its manufacturing method,20020719,20050928,19063597,SUMITOMO SPEC METALS,C22C38/005 | C22C38/12 | C22C38/14 | C22C38/00 | C22 | C22C | C22C38/002,Metallurgy & Alloys,China,2002
CN-1221190-C,Tobacco detoxification compositions and methods,20020130,20051005,23018732,NEW CHAPTER INC,A61K36/534 | A61P25/34 | A61K36/61 | A61K36/906 | A61P25/00 | A61K36/00 | A61K36/9066 | A61K36/23 | A61P43/00 | A61K | A61K36/18 | A61P39/02 | A61P25/30 | A61K36/88 | A61K36/53 | A61P39/00 | A61K36/9068 | A61K36/185 | A61K36/82 | A61P,Pharmaceutical,China,2002
CN-1221248-C,Method for producing antimicrobial complex,20020322,20051005,7678771,HELLICH GUESA KG,A61K31/7036 | A61K9/2004 | A61P31/04 | A61K31/70 | A61K9/20 | A61P31/02 | A61K31/00 | A61K | A61K9/00 | A61K31/7028 | A61K31/7034 | A61K9/2009 | A61P | A61P31/00,Pharmaceutical,China,2002
CN-1226297-C,"Clathrate of azithromycin hydrate with 1,2-propyleneglycol, method for the manufacture thereof and pharmaceutical composition comprising same",20020425,20051109,36578911,HANMI PHARM CO,A61K31/00 | A61K31/70 | A61P31/04 | A61P | A61K31/7028 | A61K | A61P31/00,Pharmaceutical,China,2002
CN-1228038-C,Film for whitening tooth surfaces,20020311,20051123,25189189,COLGATE PALMOTIVE COMPANY,A61K2800/00 | A61K8/19 | A61K2800/20 | A61K8/0208 | A61K8/22 | A61K8/72 | A61K2800/31 | A61K | A61K8/84 | A61K8/02 | A61K2800/30 | A61K8/00 | A61K8/86 | A61K8/18,Pharmaceutical,China,2002
CN-1230926-C,Packaging material for battery,20020617,20051207,27482358,DAINIPPON PRINTING CO LTD,H01M50/553 | H01M50/572 | H01M50/186 | H01M50/116 | H01M50/19 | H01M50/10 | H01M50/562 | H01M50/55 | H01M50/50 | H01M50/124 | H01M50/547 | H01M50/174 | H01M50/581 | H01M | H01M50/574 | H01M50/193 | H01M50/183 | H01M50/172 | H01M50/543 | H01M50/178 | H01M50/557 | H01M50/00 | H01M50/552 | H01M50/197,Electrochemical,China,2002
CN-1231984-C,Electrode material and its preparation method,20021010,20051214,26639388,LG CHEMICAL LTD,H01M10/052 | H01M10/0525 | H01M4/00 | H01M4/86 | H01M4/04 | H01M10/00 | H01M4/362 | H01M4/0419 | H01M2004/8684 | H01M10/05 | H01M | H01M2004/8678 | H01M4/58 | H01M4/0471 | H01M4/60 | H01M4/0402 | H01M4/36 | H01M4/366 | H01M4/02 | H01M4/583 | H01M4/0404,Electrochemical,China,2002
CN-1244578-C,Substituted benzofuran-2-carboxamide derivatives,20020227,20060308,7677358,MERCK PATENT GMBH,A61P | A61P43/00 | A61P25/28 | A61P5/00 | A61P25/24 | A61P9/12 | A61P9/00 | A61P29/00 | A61P25/02 | A61P15/10 | A61P9/10 | A61P1/00 | A61P25/20 | A61P15/00 | A61P3/00 | A61P25/00 | A61P25/22 | A61P1/14 | A61P25/18 | A61P5/24 | A61P3/04,Pharmaceutical,China,2002
CN-1245951-C,Personal cleansing composition containing a dispersion of microparticles in oil,20020205,20060322,25167439,UNILEVER PLC,A61K8/73 | A61K8/8111 | A61K8/81 | A61K8/8105 | A61K8/00 | A61K8/11 | A61K8/26 | A61K | A61K8/30 | A61K8/29 | A61K8/92 | A61K8/31 | A61K8/02 | A61K8/18 | A61K8/72 | A61K8/19,Pharmaceutical,China,2002
CN-1255460-C,Polyolefin Microporous Membrane,20020516,20060510,18993340,ASAHI CHEMICAL IND,H01M | H01M50/491 | H01M50/40 | H01M6/181 | H01M50/411 | H01M50/00 | H01M6/14 | H01M4/02 | H01M4/66 | H01M8/023 | H01M6/00 | H01M50/489 | H01M50/409 | H01M4/00 | H01M6/18 | H01M50/414 | H01M50/417 | H01M8/00 | H01M8/02 | H01M8/0202 | H01M8/0239 | H01M4/64,Electrochemical,China,2002
CN-1256324-C,Pyrrolidine derivatives as factor Xa inhibitors,20020606,20060517,9916209,GLAXO GROUP LTD,A61P7/02 | A61K | A61K31/00 | A61P25/16 | A61P25/00 | A61P11/00 | A61K31/395 | A61P25/28 | A61P29/00 | A61K31/5375 | A61P | A61P25/14 | A61K31/5377 | A61P35/04 | A61P35/00 | A61K31/33 | A61P43/00 | A61P9/00 | A61K31/535 | A61P7/00,Pharmaceutical,China,2002
CN-1257913-C,17α-Hydroxy-14β-steroids with hormonal action,20020906,20060531,8180920,AKZO NOBEL NV,A61P5/00 | A61P | A61P15/00 | A61P5/24 | A61P5/26 | A61P15/16,Pharmaceutical,China,2002
CN-1259051-C,Medicines anjd medicinal kits,20020402,20060614,18971198,TEIKA PHARMACEUTICAL CO,A61K31/00 | A61K31/557 | A61P43/00 | A61K31/33 | A61K31/5575 | A61K31/35 | A61P27/00 | A61P | A61K31/335 | A61K | A61P27/02 | A61K31/352 | A61P27/06,Pharmaceutical,China,2002
CN-1259742-C,Secondary lithium ion cell,20021210,20060614,32514452,BYD CO LTD,H01M10/052 | H01M4/624 | H01M4/02 | H01M | H01M4/62 | H01M10/05 | H01M4/626 | H01M10/00 | H01M4/64 | H01M4/00 | H01M4/66 | H01M4/661 | H01M10/0525,Electrochemical,China,2002
CN-1271072-C,Preparation method of 14-hydroxyl normorphone derivative,20020815,20060823,8180821,AKZO NOBEL NV,A61P | A61P29/00,Pharmaceutical,China,2002
CN-1281619-C,Method for preparing glycopeptide derivatives,20020823,20061025,23221113,THERAVANCE INC,A61P31/00 | A61P | A61P31/04,Pharmaceutical,China,2002
CN-1284532-C,Nucleated fast-dissolving and disintegrating molded products,20020927,20061115,19122827,SANWA KAGAKU KENKYUSHO CO,A61K9/2806 | A61P1/04 | A61K9/2833 | A61K9/286 | A61K9/282 | A61K9/2893 | A61K9/2072 | A61K9/209 | A61P | A61K9/00 | A61K9/2826 | A61K9/0012 | A61K9/2086 | A61K9/2866 | A61P1/00 | A61K9/0056 | A61K9/20 | A61K9/2095 | A61K9/28 | A61K | A61K9/0053,Pharmaceutical,China,2002
CN-1286524-C,Use of osteopontin in preparing medicament for treating and/or preventing neurological diseases,20020508,20061129,8177366,APPLIED RESEARCH SYSTEMS,A61P25/02 | A61K38/16 | A61P21/00 | A61P3/10 | A61P43/00 | A61P19/10 | A61K38/00 | A61P25/16 | A61P25/14 | A61P9/00 | A61P3/08 | A61K | A61K38/17 | A61P19/00 | A61P21/04 | A61K48/00 | A61P9/10 | A61P | A61P19/08 | A61K38/21 | A61P25/18 | A61P25/28 | A61K38/19 | A61P25/00 | A61P3/00 | A61K35/00,Pharmaceutical,China,2002
CN-1289064-C,drug delivery system,20020827,20061213,23226904,SCHERING OY,A61K9/2833 | A61K9/2853 | A61K9/2886 | A61K9/0012 | A61K9/0034 | A61P | A61P5/00 | A61K9/0019 | A61K9/2086 | A61K9/20 | A61K9/0039 | A61K9/2806 | A61K31/56 | A61K | A61K9/00 | A61K9/209 | A61K9/0024 | A61K9/2072 | A61K9/0036 | A61K31/00 | A61K9/28,Pharmaceutical,China,2002
CN-1290844-C,Indolinone derivatives useful as protein kinase inhibitors,20021220,20061220,26993599,THERAVANCE INC,A61P35/00 | A61P9/08 | A61K31/33 | A61K31/395 | A61K31/00 | A61K31/404 | A61P | A61P43/00 | A61P35/02 | A61K31/403 | A61P9/00 | A61K | A61K31/40,Pharmaceutical,China,2002
CN-1293650-C,Battery,20021224,20070103,26625270,SONY CORP,H01M50/20 | H01M6/40 | H01M50/547 | H01M10/04 | H01M50/553 | H01M10/0436 | H01M50/552 | H01M50/50 | H01M50/581 | H01M50/207 | H01M50/209 | H01M6/42 | H01M6/00 | H01M | H01M10/00 | H01M50/572 | H01M50/204 | H01M50/00 | H01M50/522 | H01M50/505 | H01M50/55 | H01M50/502 | H01M50/509 | H01M50/574 | H01M50/543 | H01M50/521 | H01M50/503,Electrochemical,China,2002
CN-1311819-C,Crystalline compositions containing escitalopram,20020725,20070425,8160647,LUNDBECK H,A61K9/2054 | A61K9/2095 | A61K | A61K9/2004 | A61K9/205 | A61P | A61P43/00 | A61K9/00 | A61P25/24 | A61K9/14 | A61K9/20 | A61P25/00 | A61K9/2022,Pharmaceutical,China,2002
CN-1317030-C,Treatment of alzheimer&#39;s disease with intermediate doses of LHRH antagonists,20020427,20070523,23102886,ZENTARIS GMBH,A61P25/28 | A61P25/00 | A61K38/08 | A61K38/10 | A61K | A61K38/09 | A61K38/00 | A61K38/04 | A61P,Pharmaceutical,China,2002
CN-1319535-C,ribavirin syrup,20021031,20070606,23308655,SCHERING CORP,A61K31/7042 | A61P31/12 | A61K31/00 | A61K9/08 | A61K47/10 | A61K31/70 | A61P | A61P31/14 | A61K31/7056 | A61K | A61P1/16 | A61P1/00 | A61K47/00 | A61K31/7052 | A61K47/08 | A61K9/00 | A61P31/00 | A61K9/0087 | A61K47/06 | A61K9/0095 | A61K47/26,Pharmaceutical,China,2002
CN-1320682-C,Repeatedly chargeable-dischargeable lithium ion power cell and its production method,20020308,20070606,27793252,JU YONGMING,H01M4/00 | H01M | H01M50/536 | H01M4/66 | H01M50/50 | H01M4/64 | H01M50/531 | H01M10/0525 | H01M4/02 | H01M10/0585 | H01M50/54 | H01M50/00 | H01M10/058 | H01M10/05 | H01M10/00 | H01M50/543 | H01M50/30 | H01M4/13 | H01M10/052 | H01M4/661,Electrochemical,China,2002
